"x1";"id";"x2";"x3";"x4";"x5";"x6";"cond1";"x7";"x8";"condA";"x9";"condB";"x10";"judgment";"x12";"x13";"x14";"x15";"list";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"id";"5h03sepif3edjki32cp29ps3m4";"ip";"93.34.237.193";"time(s)";"16.378.362.423.378";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"610e6864d90dc20cd98b0079";"<id:age>";"<id:age>";"age";19;"<id:sex>";"<id:sex>";"sex";"female";4;"<id:edu>";"edu";"Abitur";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"5h03sepif3edjki32cp29ps3m4";"ip";"93.34.237.193";"time(s)";"16.378.362.479.841";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";4;"";"";"";"";"";"";"";"";""
"id";"6hmmf3j81hb37rs4b5qpbc5fh0";"ip";"95.116.185.197";"time(s)";"16.378.360.746.235";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"5f8c22733c5db602043e729f";"<id:age>";"<id:age>";"age";64;"<id:sex>";"<id:sex>";"sex";"female";4;"<id:edu>";"edu";"Mittl. Reife / Ausbildung";"<id:natLang>";"<id:natLang>";"natLang";"deutsch";"submit";"weiter"
"id";"6hmmf3j81hb37rs4b5qpbc5fh0";"ip";"95.116.185.197";"time(s)";"16.378.360.950.411";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";4;"";"";"";"";"";"";"";"";""
"id";"ffh8rhontn164jq6t527dgmp15";"ip";"91.2.238.119";"time(s)";"16.378.365.910.888";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"5f0f2d844bd1730900000db5";"<id:age>";"<id:age>";"age";27;"<id:sex>";"<id:sex>";"sex";"male";4;"<id:edu>";"edu";"Abitur";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"ffh8rhontn164jq6t527dgmp15";"ip";"91.2.238.119";"time(s)";"16.378.365.932.139";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";4;"";"";"";"";"";"";"";"";""
"id";"7aenhil1q1g9vv3fsrk6qkum57";"ip";"141.44.240.158";"time(s)";"16.378.365.599.390";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"6106ec47174e9b70a9bb9293";"<id:age>";"<id:age>";"age";21;"<id:sex>";"<id:sex>";"sex";"female";5;"<id:edu>";"edu";"Abitur";"<id:natLang>";"<id:natLang>";"natLang";"deutsch";"submit";"weiter"
"id";"7aenhil1q1g9vv3fsrk6qkum57";"ip";"141.44.240.158";"time(s)";"16.378.365.639.691";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";5;"";"";"";"";"";"";"";"";""
"id";"g8j40bh36se8fvnnht8irr4t40";"ip";"95.91.230.1";"time(s)";"16.378.349.743.540";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"5ebe645556b9d91c0e5b0658";"<id:age>";"<id:age>";"age";22;"<id:sex>";"<id:sex>";"sex";"female";5;"<id:edu>";"edu";"Abitur";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch, Russisch";"submit";"weiter"
"id";"g8j40bh36se8fvnnht8irr4t40";"ip";"95.91.230.1";"time(s)";"16.378.349.766.657";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";5;"";"";"";"";"";"";"";"";""
"id";"m5pfhsacu1vnhnrg0j03v6rmd6";"ip";"193.196.64.2";"time(s)";"16.378.366.258.179";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"612f718ebd9211da165eb745";"<id:age>";"<id:age>";"age";20;"<id:sex>";"<id:sex>";"sex";"male";5;"<id:edu>";"edu";"Abitur";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"m5pfhsacu1vnhnrg0j03v6rmd6";"ip";"193.196.64.2";"time(s)";"16.378.366.316.439";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";5;"";"";"";"";"";"";"";"";""
"id";"nvrsn88qnng7v1ieqtvd1650f3";"ip";"79.204.222.27";"time(s)";"16.378.360.040.369";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"5dca6acb45b8f97464410663";"<id:age>";"<id:age>";"age";33;"<id:sex>";"<id:sex>";"sex";"male";5;"<id:edu>";"edu";"fachhochschulreife";"<id:natLang>";"<id:natLang>";"natLang";"deutsch";"submit";"weiter"
"id";"nvrsn88qnng7v1ieqtvd1650f3";"ip";"79.204.222.27";"time(s)";"16.378.360.055.429";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";5;"";"";"";"";"";"";"";"";""
"id";"0a9nvsk01k1ah6pn68665iqjs2";"ip";"84.171.188.92";"time(s)";"16.378.367.943.535";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"5b11c2c330d562000155c1fe";"<id:age>";"<id:age>";"age";29;"<id:sex>";"<id:sex>";"sex";"male";6;"<id:edu>";"edu";"M.Sc. (Universität)";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"0a9nvsk01k1ah6pn68665iqjs2";"ip";"84.171.188.92";"time(s)";"16.378.368.214.728";"data";"feedback";"Alles hat technisch sehr gut funktioniert und die Studie fand ich persönlich sehr interessant.";"";"";"";"";"";NA;"";"";"";"";6;"";"";"";"";"";"";"";"";""
"id";"7omrik6mtj94f17s6agclcbbq4";"ip";"91.64.117.184";"time(s)";"16.378.353.302.340";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"609691fef14348e7b1dbe327";"<id:age>";"<id:age>";"age";34;"<id:sex>";"<id:sex>";"sex";"male";6;"<id:edu>";"edu";"Abitur";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"7omrik6mtj94f17s6agclcbbq4";"ip";"91.64.117.184";"time(s)";"16.378.353.323.786";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";6;"";"";"";"";"";"";"";"";""
"id";"q88j2gujqh13i1dmpjo7v2nfi7";"ip";"84.115.212.6";"time(s)";"16.378.363.823.215";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"610ea6f69405d5718cf3d686";"<id:age>";"<id:age>";"age";26;"<id:sex>";"<id:sex>";"sex";"female";6;"<id:edu>";"edu";"Universität";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch, Kroatisch";"submit";"weiter"
"id";"q88j2gujqh13i1dmpjo7v2nfi7";"ip";"84.115.212.6";"time(s)";"16.378.363.838.809";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";6;"";"";"";"";"";"";"";"";""
"id";"trivl1cqo8gr4oa5t1menceid6";"ip";"109.42.178.195";"time(s)";"16.378.360.080.018";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"5efee0d821bf493fb986b48e";"<id:age>";"<id:age>";"age";30;"<id:sex>";"<id:sex>";"sex";"male";6;"<id:edu>";"edu";"Abitur ";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"trivl1cqo8gr4oa5t1menceid6";"ip";"109.42.178.195";"time(s)";"16.378.360.187.150";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";6;"";"";"";"";"";"";"";"";""
"id";"eiv5156p7pjfvsea8rmvsbqua6";"ip";"92.211.177.41";"time(s)";"16.378.359.438.824";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"6157d19d2de5a5fe697d989b";"<id:age>";"<id:age>";"age";23;"<id:sex>";"<id:sex>";"sex";"male";7;"<id:edu>";"edu";" Mittlere Reife";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"eiv5156p7pjfvsea8rmvsbqua6";"ip";"92.211.177.41";"time(s)";"16.378.359.479.654";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";7;"";"";"";"";"";"";"";"";""
"id";"huatpa83vvamuuckd4qvprh5r3";"ip";"77.189.138.24";"time(s)";"16.378.364.143.864";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"5f26653dac312a2b886d5b21";"<id:age>";"<id:age>";"age";23;"<id:sex>";"<id:sex>";"sex";"female";7;"<id:edu>";"edu";"Bachelor";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"huatpa83vvamuuckd4qvprh5r3";"ip";"77.189.138.24";"time(s)";"16.378.364.292.825";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";7;"";"";"";"";"";"";"";"";""
"id";"plri9c3jmjfn41263mceg22r44";"ip";"93.235.204.76";"time(s)";"16.378.354.657.057";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"6046b9bf731b0611fe4d0159";"<id:age>";"<id:age>";"age";24;"<id:sex>";"<id:sex>";"sex";"male";7;"<id:edu>";"edu";"Abitur";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"plri9c3jmjfn41263mceg22r44";"ip";"93.235.204.76";"time(s)";"16.378.354.725.083";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";7;"";"";"";"";"";"";"";"";""
"id";"sshvtg9u6batiqf9g5hf9f1c67";"ip";"217.116.176.198";"time(s)";"16.378.380.047.920";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"6154674ec17b32d37a48359c";"<id:age>";"<id:age>";"age";30;"<id:sex>";"<id:sex>";"sex";"male";7;"<id:edu>";"edu";"Lehre";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"sshvtg9u6batiqf9g5hf9f1c67";"ip";"217.116.176.198";"time(s)";"16.378.380.077.429";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";7;"";"";"";"";"";"";"";"";""
"id";"0rbqph4locs1lge3c58a4okm87";"ip";"77.20.248.109";"time(s)";"16.378.363.363.230";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"611197545ffa676c6f85602f";"<id:age>";"<id:age>";"age";25;"<id:sex>";"<id:sex>";"sex";"female";8;"<id:edu>";"edu";"Bachelor";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch, Japanisch";"submit";"weiter"
"id";"0rbqph4locs1lge3c58a4okm87";"ip";"77.20.248.109";"time(s)";"16.378.363.380.116";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";8;"";"";"";"";"";"";"";"";""
"id";"o9pfpno197vntuqohiu38g9c71";"ip";"77.189.30.69";"time(s)";"16.378.351.769.209";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"5d9b7b2333f8930376e8582b";"<id:age>";"<id:age>";"age";33;"<id:sex>";"<id:sex>";"sex";"male";8;"<id:edu>";"edu";"Promotion";"<id:natLang>";"<id:natLang>";"natLang";"deutsch";"submit";"weiter"
"id";"o9pfpno197vntuqohiu38g9c71";"ip";"77.189.30.69";"time(s)";"16.378.351.824.301";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";8;"";"";"";"";"";"";"";"";""
"id";"ql0uk41sl8iqhtq5nalv0ucr71";"ip";"88.79.254.82";"time(s)";"16.378.367.066.224";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"617013cd268ff6cc6a785aac";"<id:age>";"<id:age>";"age";20;"<id:sex>";"<id:sex>";"sex";"female";8;"<id:edu>";"edu";"Abitur";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch, Englisch";"submit";"weiter"
"id";"ql0uk41sl8iqhtq5nalv0ucr71";"ip";"88.79.254.82";"time(s)";"16.378.367.128.630";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";8;"";"";"";"";"";"";"";"";""
"id";"sjjcrko59crndm7b4j2gem89h1";"ip";"84.115.233.40";"time(s)";"16.378.364.830.947";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"5f77ab4ba70b67320b08b999";"<id:age>";"<id:age>";"age";26;"<id:sex>";"<id:sex>";"sex";"male";8;"<id:edu>";"edu";"Bachelor of Arts";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"sjjcrko59crndm7b4j2gem89h1";"ip";"84.115.233.40";"time(s)";"16.378.364.870.115";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";8;"";"";"";"";"";"";"";"";""
