"x1";"id";"x2";"x3";"x4";"x5";"x6";"cond1";"x7";"x8";"condA";"x9";"condB";"x10";"judgment";"x12";"x13";"x14";"x15";"list";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"id";"b7k32k3hnp8csikrhmrmo8rn86";"ip";"84.136.117.226";"time(s)";"16.382.005.472.501";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"5f27d3ff4d533a01570306d3";"<id:age>";"<id:age>";"age";44;"<id:sex>";"<id:sex>";"sex";"male";1;"<id:edu>";"edu";"Bachelor";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"b7k32k3hnp8csikrhmrmo8rn86";"ip";"84.136.117.226";"time(s)";"16.382.005.516.014";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";1;"";"";"";"";"";"";"";"";""
"id";"ckqo80sp830i8fq1s461qdar00";"ip";"93.225.180.78";"time(s)";"16.382.011.972.457";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"61026aca6a170c635aa32fad";"<id:age>";"<id:age>";"age";22;"<id:sex>";"<id:sex>";"sex";"female";1;"<id:edu>";"edu";"B.Sc.";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"ckqo80sp830i8fq1s461qdar00";"ip";"93.225.180.78";"time(s)";"16.382.011.997.405";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";1;"";"";"";"";"";"";"";"";""
"id";"epr2o0hsrdt4thlk96oo8dkd53";"ip";"88.64.214.161";"time(s)";"16.382.012.173.575";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"5e43517335a4e41f04a61607";"<id:age>";"<id:age>";"age";25;"<id:sex>";"<id:sex>";"sex";"male";1;"<id:edu>";"edu";"Abitur";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"epr2o0hsrdt4thlk96oo8dkd53";"ip";"88.64.214.161";"time(s)";"16.382.013.562.611";"data";"feedback";"Technisch lief alles einwandfrei, warum statt einer Skala (A viel besser, A etwas besser, beide Optionen gleich gut, ...) auf einen freien Schieberegler zurückgegriffen wurde erschließt sich mir nicht ganz. Ich vermute, dass es im Experiment darum ging, wie wichtig Kohärenz / Kohäsion in unterschiedlichen Kontexten eingeschätzt wird.";"";"";"";"";"";NA;"";"";"";"";1;"";"";"";"";"";"";"";"";""
"id";"i2a0mgo38mnpf148ho1oitepe3";"ip";"178.190.171.135";"time(s)";"16.382.015.892.679";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"6106ac34408681f3b0d07396";"<id:age>";"<id:age>";"age";20;"<id:sex>";"<id:sex>";"sex";"male";1;"<id:edu>";"edu";"Matura";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"i2a0mgo38mnpf148ho1oitepe3";"ip";"178.190.171.135";"time(s)";"16.382.015.910.803";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";1;"";"";"";"";"";"";"";"";""
"id";"k6tp1o717v71msrmbi2dg8qo24";"ip";"79.254.25.134";"time(s)";"16.382.014.521.569";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"60fe82026da4a38259a8783c";"<id:age>";"<id:age>";"age";32;"<id:sex>";"<id:sex>";"sex";"male";1;"<id:edu>";"edu";"Abitur";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"k6tp1o717v71msrmbi2dg8qo24";"ip";"79.254.25.134";"time(s)";"16.382.014.539.055";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";1;"";"";"";"";"";"";"";"";""
"id";"m5su4sauq2hvnht5gdgavpv9a3";"ip";"37.49.116.165";"time(s)";"16.382.005.801.884";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"5b5dfd5e2696a70001eea332";"<id:age>";"<id:age>";"age";41;"<id:sex>";"<id:sex>";"sex";"male";1;"<id:edu>";"edu";"Fachhochschulreife";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"m5su4sauq2hvnht5gdgavpv9a3";"ip";"37.49.116.165";"time(s)";"16.382.005.819.437";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";1;"";"";"";"";"";"";"";"";""
"id";"n2o7pmiuq0nou5gnf39r877cd6";"ip";"77.13.17.82";"time(s)";"16.381.979.828.540";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"5d7a7be5877e2900190d33dd";"<id:age>";"<id:age>";"age";23;"<id:sex>";"<id:sex>";"sex";"male";1;"<id:edu>";"edu";"Abitur";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"n2o7pmiuq0nou5gnf39r877cd6";"ip";"77.13.17.82";"time(s)";"16.381.979.877.242";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";1;"";"";"";"";"";"";"";"";""
"id";"tv8s7oqtkrgni7up3lrhbt3ne2";"ip";"84.115.220.84";"time(s)";"16.382.008.157.650";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"60cf2993026421b493146a9e";"<id:age>";"<id:age>";"age";29;"<id:sex>";"<id:sex>";"sex";"male";1;"<id:edu>";"edu";"Diplom";"<id:natLang>";"<id:natLang>";"natLang";"deutsch";"submit";"weiter"
"id";"tv8s7oqtkrgni7up3lrhbt3ne2";"ip";"84.115.220.84";"time(s)";"16.382.012.303.358";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";1;"";"";"";"";"";"";"";"";""
"id";"vdjjv8gl2ssgads5pq7vrgosr1";"ip";"141.70.82.201";"time(s)";"16.382.002.999.926";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"61045caa575c243f57738276";"<id:age>";"<id:age>";"age";23;"<id:sex>";"<id:sex>";"sex";"female";1;"<id:edu>";"edu";"Bachelor";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"vdjjv8gl2ssgads5pq7vrgosr1";"ip";"141.70.82.201";"time(s)";"16.382.003.015.036";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";1;"";"";"";"";"";"";"";"";""
"id";"vhnucem3l1p3qt6m4p18fin6r2";"ip";"93.220.81.77";"time(s)";"16.381.994.170.365";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"5e6a8f05377131036f7eccaf";"<id:age>";"<id:age>";"age";32;"<id:sex>";"<id:sex>";"sex";"female";1;"<id:edu>";"edu";"Master";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"vhnucem3l1p3qt6m4p18fin6r2";"ip";"93.220.81.77";"time(s)";"16.381.994.201.251";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";1;"";"";"";"";"";"";"";"";""
"id";"16bveu42tt1jjh91o5l78m4bc4";"ip";"88.69.26.179";"time(s)";"16.382.011.089.564";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"5cf3ec46a14d6b0001cfc029";"<id:age>";"<id:age>";"age";32;"<id:sex>";"<id:sex>";"sex";"male";2;"<id:edu>";"edu";"M.A.";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch, polnisch";"submit";"weiter"
"id";"16bveu42tt1jjh91o5l78m4bc4";"ip";"88.69.26.179";"time(s)";"16.382.011.242.806";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";2;"";"";"";"";"";"";"";"";""
"id";"4stn5sj07hea4k03rv7o7gfqp6";"ip";"188.210.62.157";"time(s)";"16.382.007.539.559";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"60c99c6ad85fde153cf8ba17";"<id:age>";"<id:age>";"age";34;"<id:sex>";"<id:sex>";"sex";"male";2;"<id:edu>";"edu";"Bachelor";"<id:natLang>";"<id:natLang>";"natLang";"deutsch";"submit";"weiter"
"id";"4stn5sj07hea4k03rv7o7gfqp6";"ip";"188.210.62.157";"time(s)";"16.382.007.558.878";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";2;"";"";"";"";"";"";"";"";""
"id";"58mgtloh8olpnudlbgjrhn3kp6";"ip";"62.216.200.255";"time(s)";"16.382.008.114.842";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"60c9f510282b994f965f122d";"<id:age>";"<id:age>";"age";23;"<id:sex>";"<id:sex>";"sex";"male";2;"<id:edu>";"edu";"Abitur";"<id:natLang>";"<id:natLang>";"natLang";"deutsch";"submit";"weiter"
"id";"58mgtloh8olpnudlbgjrhn3kp6";"ip";"62.216.200.255";"time(s)";"16.382.008.127.900";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";2;"";"";"";"";"";"";"";"";""
"id";"6sm9ah9mjs2cr9co22pcc5kla0";"ip";"88.130.52.52";"time(s)";"16.382.013.484.814";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"60e8ad2a15958a130b65e3ee";"<id:age>";"<id:age>";"age";28;"<id:sex>";"<id:sex>";"sex";"male";2;"<id:edu>";"edu";"Universitätsabschluss";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"6sm9ah9mjs2cr9co22pcc5kla0";"ip";"88.130.52.52";"time(s)";"16.382.013.530.178";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";2;"";"";"";"";"";"";"";"";""
"id";"9kki04g27boo1sphrh7a968al2";"ip";"91.34.174.105";"time(s)";"16.381.990.180.628";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"6100fb3ea54d508399f05f57";"<id:age>";"<id:age>";"age";28;"<id:sex>";"<id:sex>";"sex";"female";2;"<id:edu>";"edu";"Bachelor";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch, Chinesisch";"submit";"weiter"
"id";"9kki04g27boo1sphrh7a968al2";"ip";"91.34.174.105";"time(s)";"16.381.990.289.522";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";2;"";"";"";"";"";"";"";"";""
"id";"hc3766h91hn0gqmn2klgh1om07";"ip";"193.25.19.183";"time(s)";"16.381.981.900.700";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"5f97fdf702f327036ad94dc6";"<id:age>";"<id:age>";"age";28;"<id:sex>";"<id:sex>";"sex";"male";2;"<id:edu>";"edu";"Bachelor";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"hc3766h91hn0gqmn2klgh1om07";"ip";"193.25.19.183";"time(s)";"16.381.981.926.120";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";2;"";"";"";"";"";"";"";"";""
"id";"k4hiado1bicsc7bm0fh5v2ug67";"ip";"217.250.156.70";"time(s)";"16.382.017.476.075";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"601c5471aaa42f75036d5a62";"<id:age>";"<id:age>";"age";19;"<id:sex>";"<id:sex>";"sex";"male";2;"<id:edu>";"edu";"Sekundarabschluss 2";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"k4hiado1bicsc7bm0fh5v2ug67";"ip";"217.250.156.70";"time(s)";"16.382.017.499.220";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";2;"";"";"";"";"";"";"";"";""
"id";"k62idgotocbfu1icr5sd1ijv82";"ip";"92.58.111.112";"time(s)";"16.382.005.184.192";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"5ec778b307b7e21e0b150d84";"<id:age>";"<id:age>";"age";49;"<id:sex>";"<id:sex>";"sex";"male";2;"<id:edu>";"edu";"Kein Schulabschluss";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"k62idgotocbfu1icr5sd1ijv82";"ip";"92.58.111.112";"time(s)";"16.382.005.247.274";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";2;"";"";"";"";"";"";"";"";""
"id";"kjs71hv31aruq4ae79ii2ih7m7";"ip";"77.23.157.35";"time(s)";"16.382.021.689.017";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"61039e385bbcff631552ce88";"<id:age>";"<id:age>";"age";31;"<id:sex>";"<id:sex>";"sex";"male";2;"<id:edu>";"edu";"Dipl.-Ing.";"<id:natLang>";"<id:natLang>";"natLang";"deutsch";"submit";"weiter"
"id";"kjs71hv31aruq4ae79ii2ih7m7";"ip";"77.23.157.35";"time(s)";"16.382.021.703.776";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";2;"";"";"";"";"";"";"";"";""
"id";"o0n83gd1gebff0dkudpk06ko96";"ip";"89.246.122.175";"time(s)";"16.382.020.511.776";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"61123681461c3abe26ab1bd3";"<id:age>";"<id:age>";"age";34;"<id:sex>";"<id:sex>";"sex";"male";2;"<id:edu>";"edu";"Bachelor ";"<id:natLang>";"<id:natLang>";"natLang";"Chinesisch";"submit";"weiter"
"id";"o0n83gd1gebff0dkudpk06ko96";"ip";"89.246.122.175";"time(s)";"16.382.020.553.023";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";2;"";"";"";"";"";"";"";"";""
"id";"of330k9ce2ds3ohou0j9086mv6";"ip";"31.10.164.170";"time(s)";"16.381.997.808.084";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"588fb41b15fdbf00012f2b6a";"<id:age>";"<id:age>";"age";23;"<id:sex>";"<id:sex>";"sex";"male";2;"<id:edu>";"edu";"Bachelor";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch, Tamilisch";"submit";"weiter"
"id";"of330k9ce2ds3ohou0j9086mv6";"ip";"31.10.164.170";"time(s)";"16.381.998.939.465";"data";"feedback";"Aufgabenstellung und Fragen waren sehr einfach und klar gestellt. Es gibt nichts zu bemängeln.";"";"";"";"";"";NA;"";"";"";"";2;"";"";"";"";"";"";"";"";""
"id";"p4ru0s9ktubd1q3k2qm65i3po3";"ip";"95.222.27.59";"time(s)";"16.382.011.845.741";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"6123c4f8e486767a57db9afe";"<id:age>";"<id:age>";"age";28;"<id:sex>";"<id:sex>";"sex";"female";2;"<id:edu>";"edu";"Bachelor of Arts";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"p4ru0s9ktubd1q3k2qm65i3po3";"ip";"95.222.27.59";"time(s)";"16.382.011.920.560";"data";"feedback";"Hat Spaß gemacht!";"";"";"";"";"";NA;"";"";"";"";2;"";"";"";"";"";"";"";"";""
"id";"qvdoq4dbkukl9pukvrfie6ri53";"ip";"85.51.20.254";"time(s)";"16.382.016.140.502";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"611bd5d34638fee5180eab8e";"<id:age>";"<id:age>";"age";51;"<id:sex>";"<id:sex>";"sex";"female";2;"<id:edu>";"edu";"Bachelor";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"qvdoq4dbkukl9pukvrfie6ri53";"ip";"85.51.20.254";"time(s)";"16.382.016.157.860";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";2;"";"";"";"";"";"";"";"";""
"id";"r82hffuus2mavp17mqdbb26jo2";"ip";"90.46.92.219";"time(s)";"16.381.994.370.509";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"6140c1c6b4d9856091c0fdb0";"<id:age>";"<id:age>";"age";28;"<id:sex>";"<id:sex>";"sex";"female";2;"<id:edu>";"edu";"Bachelor";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch, Griechisch";"submit";"weiter"
"id";"r82hffuus2mavp17mqdbb26jo2";"ip";"90.46.92.219";"time(s)";"16.381.994.458.118";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";2;"";"";"";"";"";"";"";"";""
"id";"saf8sjpkr0hgoj8u9ke9umdjq1";"ip";"83.215.177.47";"time(s)";"16.382.001.142.940";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"60fd1d24fbbba58a7ddbacc8";"<id:age>";"<id:age>";"age";21;"<id:sex>";"<id:sex>";"sex";"female";2;"<id:edu>";"edu";"Bachelor";"<id:natLang>";"<id:natLang>";"natLang";"deutsch";"submit";"weiter"
"id";"saf8sjpkr0hgoj8u9ke9umdjq1";"ip";"83.215.177.47";"time(s)";"16.382.001.164.534";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";2;"";"";"";"";"";"";"";"";""
"id";"1rdkmqhjnpnv94i2fdalqeu7l5";"ip";"90.186.133.44";"time(s)";"16.382.008.664.183";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"610fcfcca45ad154f2d82b4f";"<id:age>";"<id:age>";"age";23;"<id:sex>";"<id:sex>";"sex";"male";3;"<id:edu>";"edu";"Abitur";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch, Polnisch";"submit";"weiter"
"id";"1rdkmqhjnpnv94i2fdalqeu7l5";"ip";"90.186.133.44";"time(s)";"16.382.009.055.760";"data";"feedback";"Ich glaube weniger Abstufungen bei der Entscheidung zwischen A und B hätten es auch getan";"";"";"";"";"";NA;"";"";"";"";3;"";"";"";"";"";"";"";"";""
"id";"3cb9hjgul5kdb5qqemdgatlkt6";"ip";"86.173.187.27";"time(s)";"16.381.991.491.177";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"5f5891ea0bd50e0009aa15d7";"<id:age>";"<id:age>";"age";31;"<id:sex>";"<id:sex>";"sex";"male";3;"<id:edu>";"edu";"Master of Arts";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"3cb9hjgul5kdb5qqemdgatlkt6";"ip";"86.173.187.27";"time(s)";"16.381.991.511.104";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";3;"";"";"";"";"";"";"";"";""
"id";"6ao3h05ldu4jp15r7d92vvf4i0";"ip";"185.73.149.129";"time(s)";"16.382.014.863.970";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"612f5b3d35cba77a536ee5a7";"<id:age>";"<id:age>";"age";29;"<id:sex>";"<id:sex>";"sex";"female";3;"<id:edu>";"edu";"Scottish Wider Access Course";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"6ao3h05ldu4jp15r7d92vvf4i0";"ip";"185.73.149.129";"time(s)";"16.382.014.894.332";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";3;"";"";"";"";"";"";"";"";""
"id";"6go1kuiavl4i21f2qc2lou3vc4";"ip";"5.146.194.126";"time(s)";"16.381.986.164.920";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"5f23c2bb95e7ff1a1bd79a69";"<id:age>";"<id:age>";"age";34;"<id:sex>";"<id:sex>";"sex";"male";3;"<id:edu>";"edu";"Realschule";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"6go1kuiavl4i21f2qc2lou3vc4";"ip";"5.146.194.126";"time(s)";"16.381.986.465.060";"data";"feedback";"Ein Aufmerksamkeitstest zwischendurch wäre sinnvoll.";"";"";"";"";"";NA;"";"";"";"";3;"";"";"";"";"";"";"";"";""
"id";"6v4m0msvcbd7j1vdpgrgc8tqb5";"ip";"91.53.235.108";"time(s)";"16.381.982.768.917";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"60fd8d7489c1e150a8c29d96";"<id:age>";"<id:age>";"age";23;"<id:sex>";"<id:sex>";"sex";"female";3;"<id:edu>";"edu";"Allgemeine Hochschulreife";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"6v4m0msvcbd7j1vdpgrgc8tqb5";"ip";"91.53.235.108";"time(s)";"16.381.982.842.605";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";3;"";"";"";"";"";"";"";"";""
"id";"87ln2lgivqe2pmkl3v5acvqo34";"ip";"217.234.216.165";"time(s)";"16.382.017.931.870";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"5ec7ce2dd402d6256c260e0d";"<id:age>";"<id:age>";"age";26;"<id:sex>";"<id:sex>";"sex";"male";3;"<id:edu>";"edu";"Bachelor";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch, Spanisch";"submit";"weiter"
"id";"87ln2lgivqe2pmkl3v5acvqo34";"ip";"217.234.216.165";"time(s)";"16.382.017.964.841";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";3;"";"";"";"";"";"";"";"";""
"id";"9eu6gb789b28t3oqfc9f1ibtt7";"ip";"142.177.68.105";"time(s)";"16.382.010.308.437";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"61545eb999bfe7a2ec3c3cdc";"<id:age>";"<id:age>";"age";29;"<id:sex>";"<id:sex>";"sex";"male";3;"<id:edu>";"edu";"Hochschule";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"9eu6gb789b28t3oqfc9f1ibtt7";"ip";"142.177.68.105";"time(s)";"16.382.010.365.884";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";3;"";"";"";"";"";"";"";"";""
"id";"d5j1tho85vbchdimr0h71ooli1";"ip";"84.148.34.2";"time(s)";"16.382.000.557.823";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"60e87cdadc71fdf3aec482b4";"<id:age>";"<id:age>";"age";18;"<id:sex>";"<id:sex>";"sex";"male";3;"<id:edu>";"edu";"Mittlere Reife";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"d5j1tho85vbchdimr0h71ooli1";"ip";"84.148.34.2";"time(s)";"16.382.001.234.308";"data";"feedback";"eine Skala unter dem Schieberegler würde es einfacher machen seine Antworten im Bezug auf die vorherigen einzuordnen";"";"";"";"";"";NA;"";"";"";"";3;"";"";"";"";"";"";"";"";""
"id";"enke7h83e5f9mtugm8ocnvp524";"ip";"213.233.155.163";"time(s)";"16.382.011.559.984";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"60fd309d0d96f6084b0d8fba";"<id:age>";"<id:age>";"age";19;"<id:sex>";"<id:sex>";"sex";"female";3;"<id:edu>";"edu";"Irischer leaving cert";"<id:natLang>";"<id:natLang>";"natLang";"deutsch, englisch";"submit";"weiter"
"id";"enke7h83e5f9mtugm8ocnvp524";"ip";"213.233.155.168";"time(s)";"16.382.011.618.037";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";3;"";"";"";"";"";"";"";"";""
"id";"jjbpv28ljiis2rc2nt1pbfn582";"ip";"185.17.206.124";"time(s)";"16.382.007.110.771";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"5dd08cf019eecb169dc131ba";"<id:age>";"<id:age>";"age";35;"<id:sex>";"<id:sex>";"sex";"female";3;"<id:edu>";"edu";"Abitur";"<id:natLang>";"<id:natLang>";"natLang";"deutsch";"submit";"weiter"
"id";"jjbpv28ljiis2rc2nt1pbfn582";"ip";"185.17.206.124";"time(s)";"16.382.007.130.095";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";3;"";"";"";"";"";"";"";"";""
"id";"o8bcf6p8e4kta98t96ql4t6h76";"ip";"193.159.89.144";"time(s)";"16.381.995.957.843";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"616fe943836453ab0b4777d7";"<id:age>";"<id:age>";"age";27;"<id:sex>";"<id:sex>";"sex";"female";3;"<id:edu>";"edu";"Bachelor";"<id:natLang>";"<id:natLang>";"natLang";"deutsch";"submit";"weiter"
"id";"o8bcf6p8e4kta98t96ql4t6h76";"ip";"193.159.89.144";"time(s)";"16.381.996.001.624";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";3;"";"";"";"";"";"";"";"";""
"id";"re7krqmccfn64uicta1bh3ii22";"ip";"176.199.149.90";"time(s)";"16.382.021.059.377";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"60a539554c693dd0bea82093";"<id:age>";"<id:age>";"age";37;"<id:sex>";"<id:sex>";"sex";"female";3;"<id:edu>";"edu";"Master of Arts ";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"re7krqmccfn64uicta1bh3ii22";"ip";"176.199.149.90";"time(s)";"16.382.021.083.511";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";3;"";"";"";"";"";"";"";"";""
