id;context;cond;exp;list;position
p8;c3-6;pq1-6;45;list2;5
p8;control2-c2;control2-q1;100;list2;5
p8;c1-3;pq1-3;100;list2;5
p8;c3-5;irr-5;0;list2;5
p8;filler3-c2;filler3-q4;59;list2;5
p8;control1-c1;control1-q2;89;list2;5
p8;control3-c3;control3-q4;0;list2;5
p8;filler1-c3;filler1-q2;66;list2;5
p8;filler2-c1;filler2-q1;100;list2;5
p8;c2-2;pq2-2;100;list2;5
p8;c2-1;pq3-1;0;list2;5
p9;filler1-c3;filler1-q1;0;list2;5
p9;c2-1;then-1;100;list2;5
p9;c3-5;pq2-5;78;list2;5
p9;c2-2;pq1-2;69;list2;5
p9;c1-4;then-4;85;list2;5
p9;control1-c1;control1-q5;0;list2;5
p9;filler3-c2;filler3-q5;88;list2;5
p9;control3-c3;control3-q1;100;list2;5
p9;control2-c2;control2-q5;0;list2;5
p9;filler2-c1;filler2-q4;100;list2;5
p9;c1-3;pq3-3;39;list2;5
p9;c3-6;then-6;100;list2;5
p10;filler2-c1;filler2-q4;100;list2;5
p10;c2-2;pq1-2;52;list2;5
p10;filler1-c3;filler1-q1;18;list2;5
p10;c2-1;irr-1;0;list2;5
p10;c3-6;pq2-6;100;list2;5
p10;control3-c3;control3-q2;38;list2;5
p10;c1-4;irr-4;0;list2;5
p10;c1-3;irr-3;0;list2;5
p10;filler3-c2;filler3-q3;74;list2;5
p10;c3-5;pq3-5;100;list2;5
p10;control2-c2;control2-q1;0;list2;5
p10;control1-c1;control1-q3;52;list2;5
p11;c1-3;irr-3;0;list2;5
p11;filler1-c3;filler1-q3;52;list2;5
p11;c2-2;pq1-2;61;list2;5
p11;control1-c1;control1-q3;80;list2;5
p11;control2-c2;control2-q1;86;list2;5
p11;c1-4;pq1-4;67;list2;5
p11;c3-5;pq1-5;84;list2;5
p11;c2-1;pq3-1;90;list2;5
p11;filler3-c2;filler3-q4;39;list2;5
p11;filler2-c1;filler2-q1;100;list2;5
p11;control3-c3;control3-q3;81;list2;5
p11;c3-6;then-6;27;list2;5
