"id";"target_no";"cond_c";"cond_q";"expec";"list"
"lh74r0qpdbs67jfi93nqmupuf4";"t11";"c1";"pq1";95;1
"arcq9q54p7nedt0qj7tvuld0h6";"t7";"c3";"pq1";81;1
"arcq9q54p7nedt0qj7tvuld0h6";"t1";"c3";"pq1";84;1
"lh74r0qpdbs67jfi93nqmupuf4";"t2";"c3";"irr";0;1
"lh74r0qpdbs67jfi93nqmupuf4";"t1";"c3";"pq2";60;1
"arcq9q54p7nedt0qj7tvuld0h6";"t2";"c3";"then";88;1
"lh74r0qpdbs67jfi93nqmupuf4";"t4";"c3";"then";100;1
"lh74r0qpdbs67jfi93nqmupuf4";"t14";"c1";"then";100;1
"lh74r0qpdbs67jfi93nqmupuf4";"t7";"c3";"irr";0;1
"lh74r0qpdbs67jfi93nqmupuf4";"t5";"c3";"irr";0;1
"lh74r0qpdbs67jfi93nqmupuf4";"t15";"c1";"pq1";100;1
"lh74r0qpdbs67jfi93nqmupuf4";"t6";"c3";"pq1";100;1
"lh74r0qpdbs67jfi93nqmupuf4";"t10";"c1";"pq1";100;1
"lh74r0qpdbs67jfi93nqmupuf4";"t13";"c1";"irr";0;1
"lh74r0qpdbs67jfi93nqmupuf4";"t8";"c3";"then";47;1
"lh74r0qpdbs67jfi93nqmupuf4";"t12";"c1";"then";79;1
"8shac86gndjn1dh6rpo91cajr5";"t13";"c3";"pq1";65;2
"8shac86gndjn1dh6rpo91cajr5";"t6";"c1";"pq3";25;2
"8shac86gndjn1dh6rpo91cajr5";"t8";"c1";"then";73;2
"8shac86gndjn1dh6rpo91cajr5";"t5";"c1";"irr";0;2
"8shac86gndjn1dh6rpo91cajr5";"t10";"c3";"pq1";34;2
"8shac86gndjn1dh6rpo91cajr5";"t7";"c1";"then";66;2
"8shac86gndjn1dh6rpo91cajr5";"t4";"c1";"pq1";40;2
"8shac86gndjn1dh6rpo91cajr5";"t12";"c3";"irr";0;2
"8shac86gndjn1dh6rpo91cajr5";"t2";"c1";"pq3";10;2
"8shac86gndjn1dh6rpo91cajr5";"t14";"c3";"pq1";15;2
"8shac86gndjn1dh6rpo91cajr5";"t11";"c3";"pq2";18;2
"8shac86gndjn1dh6rpo91cajr5";"t15";"c3";"pq3";94;2
"8shac86gndjn1dh6rpo91cajr5";"t16";"c3";"then";15;2
"8shac86gndjn1dh6rpo91cajr5";"t9";"c3";"pq3";16;2
"8shac86gndjn1dh6rpo91cajr5";"t1";"c1";"pq3";11;2
"8shac86gndjn1dh6rpo91cajr5";"t3";"c1";"pq1";67;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t3";"c1";"then";100;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t6";"c1";"pq2";89;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t10";"c3";"pq3";100;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t9";"c3";"irr";0;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t15";"c3";"pq2";11;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t1";"c1";"pq3";0;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t4";"c1";"pq1";60;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t13";"c3";"pq2";20;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t11";"c3";"then";17;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t5";"c1";"pq3";0;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t8";"c1";"irr";0;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t12";"c3";"then";80;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t2";"c1";"pq3";0;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t14";"c3";"pq3";74;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t7";"c1";"irr";0;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t16";"c3";"irr";0;2
"r95mgjnvgs5ahdo6qvfled1k84";"t4";"c1";"then";99;2
"r95mgjnvgs5ahdo6qvfled1k84";"t14";"c3";"irr";0;2
"r95mgjnvgs5ahdo6qvfled1k84";"t1";"c1";"then";93;2
"r95mgjnvgs5ahdo6qvfled1k84";"t3";"c1";"then";95;2
"r95mgjnvgs5ahdo6qvfled1k84";"t8";"c1";"then";92;2
"r95mgjnvgs5ahdo6qvfled1k84";"t6";"c1";"pq1";96;2
"r95mgjnvgs5ahdo6qvfled1k84";"t12";"c3";"pq3";93;2
"r95mgjnvgs5ahdo6qvfled1k84";"t13";"c3";"then";54;2
"r95mgjnvgs5ahdo6qvfled1k84";"t7";"c1";"pq3";22;2
"r95mgjnvgs5ahdo6qvfled1k84";"t11";"c3";"pq1";67;2
"r95mgjnvgs5ahdo6qvfled1k84";"t16";"c3";"pq2";28;2
"r95mgjnvgs5ahdo6qvfled1k84";"t2";"c1";"irr";0;2
"r95mgjnvgs5ahdo6qvfled1k84";"t15";"c3";"pq1";24;2
"r95mgjnvgs5ahdo6qvfled1k84";"t9";"c3";"then";77;2
"r95mgjnvgs5ahdo6qvfled1k84";"t5";"c1";"pq1";91;2
"r95mgjnvgs5ahdo6qvfled1k84";"t10";"c3";"pq3";92;2
"40p4nq7fudsd32sbm9tl3phbd3";"t11";"c3";"pq3";63;2
"40p4nq7fudsd32sbm9tl3phbd3";"t7";"c1";"irr";0;2
"40p4nq7fudsd32sbm9tl3phbd3";"t3";"c1";"pq1";92;2
"40p4nq7fudsd32sbm9tl3phbd3";"t2";"c1";"pq1";75;2
"40p4nq7fudsd32sbm9tl3phbd3";"t13";"c3";"irr";0;2
"40p4nq7fudsd32sbm9tl3phbd3";"t9";"c3";"pq2";69;2
"40p4nq7fudsd32sbm9tl3phbd3";"t14";"c3";"pq3";0;2
"40p4nq7fudsd32sbm9tl3phbd3";"t15";"c3";"then";22;2
"40p4nq7fudsd32sbm9tl3phbd3";"t1";"c1";"pq2";78;2
"lump9mhu1el7uak7qv6qhbnfr0";"t9";"c3";"pq1";100;2
"lump9mhu1el7uak7qv6qhbnfr0";"t7";"c1";"then";100;2
"40p4nq7fudsd32sbm9tl3phbd3";"t5";"c1";"irr";0;2
"lump9mhu1el7uak7qv6qhbnfr0";"t4";"c1";"pq3";0;2
"40p4nq7fudsd32sbm9tl3phbd3";"t4";"c1";"irr";0;2
"40p4nq7fudsd32sbm9tl3phbd3";"t16";"c3";"pq3";54;2
"40p4nq7fudsd32sbm9tl3phbd3";"t8";"c1";"pq2";31;2
"40p4nq7fudsd32sbm9tl3phbd3";"t12";"c3";"pq3";89;2
"40p4nq7fudsd32sbm9tl3phbd3";"t6";"c1";"then";63;2
"lump9mhu1el7uak7qv6qhbnfr0";"t11";"c3";"irr";0;2
"40p4nq7fudsd32sbm9tl3phbd3";"t10";"c3";"pq3";10;2
"869dbq1icciu51pb2r31h60cq2";"t14";"c3";"pq3";10;2
"869dbq1icciu51pb2r31h60cq2";"t6";"c1";"pq2";60;2
"869dbq1icciu51pb2r31h60cq2";"t7";"c1";"pq1";20;2
"869dbq1icciu51pb2r31h60cq2";"t10";"c3";"then";54;2
"869dbq1icciu51pb2r31h60cq2";"t1";"c1";"then";42;2
"869dbq1icciu51pb2r31h60cq2";"t3";"c1";"then";0;2
"lump9mhu1el7uak7qv6qhbnfr0";"t15";"c3";"pq3";99;2
"lump9mhu1el7uak7qv6qhbnfr0";"t16";"c3";"pq2";54;2
"lump9mhu1el7uak7qv6qhbnfr0";"t8";"c1";"irr";0;2
"lump9mhu1el7uak7qv6qhbnfr0";"t3";"c1";"irr";0;2
"lump9mhu1el7uak7qv6qhbnfr0";"t2";"c1";"then";93;2
"lump9mhu1el7uak7qv6qhbnfr0";"t14";"c3";"irr";0;2
"lump9mhu1el7uak7qv6qhbnfr0";"t5";"c1";"irr";0;2
"lump9mhu1el7uak7qv6qhbnfr0";"t12";"c3";"pq2";0;2
"lump9mhu1el7uak7qv6qhbnfr0";"t6";"c1";"irr";0;2
"lump9mhu1el7uak7qv6qhbnfr0";"t13";"c3";"irr";0;2
"lump9mhu1el7uak7qv6qhbnfr0";"t1";"c1";"irr";0;2
"lump9mhu1el7uak7qv6qhbnfr0";"t10";"c3";"pq3";93;2
"869dbq1icciu51pb2r31h60cq2";"t4";"c1";"irr";2;2
"869dbq1icciu51pb2r31h60cq2";"t12";"c3";"then";28;2
"869dbq1icciu51pb2r31h60cq2";"t11";"c3";"pq1";16;2
"869dbq1icciu51pb2r31h60cq2";"t16";"c3";"pq1";16;2
"869dbq1icciu51pb2r31h60cq2";"t15";"c3";"pq1";4;2
"869dbq1icciu51pb2r31h60cq2";"t2";"c1";"pq1";68;2
"869dbq1icciu51pb2r31h60cq2";"t13";"c3";"then";19;2
"869dbq1icciu51pb2r31h60cq2";"t9";"c3";"pq2";43;2
"869dbq1icciu51pb2r31h60cq2";"t5";"c1";"irr";0;2
"869dbq1icciu51pb2r31h60cq2";"t8";"c1";"pq3";0;2
"9pnkdbv1unungvuf2kun9akb36";"t12";"c1";"irr";0;1
"9pnkdbv1unungvuf2kun9akb36";"t2";"c3";"pq3";97;1
"9pnkdbv1unungvuf2kun9akb36";"t11";"c1";"irr";0;1
"9pnkdbv1unungvuf2kun9akb36";"t10";"c1";"then";49;1
"9pnkdbv1unungvuf2kun9akb36";"t13";"c1";"pq3";0;1
"9pnkdbv1unungvuf2kun9akb36";"t15";"c1";"then";49;1
"9pnkdbv1unungvuf2kun9akb36";"t16";"c1";"irr";0;1
"9pnkdbv1unungvuf2kun9akb36";"t1";"c3";"then";39;1
"9pnkdbv1unungvuf2kun9akb36";"t5";"c3";"then";0;1
"9pnkdbv1unungvuf2kun9akb36";"t14";"c1";"pq2";0;1
"9pnkdbv1unungvuf2kun9akb36";"t3";"c3";"irr";0;1
"9pnkdbv1unungvuf2kun9akb36";"t8";"c3";"pq3";61;1
"9pnkdbv1unungvuf2kun9akb36";"t4";"c3";"pq3";100;1
"9pnkdbv1unungvuf2kun9akb36";"t6";"c3";"pq3";100;1
"9pnkdbv1unungvuf2kun9akb36";"t9";"c1";"pq3";0;1
"9pnkdbv1unungvuf2kun9akb36";"t7";"c3";"pq3";86;1
"daorarnj58i6splt1c5c9826s0";"t11";"c1";"pq2";52;1
"daorarnj58i6splt1c5c9826s0";"t3";"c3";"irr";0;1
"daorarnj58i6splt1c5c9826s0";"t15";"c1";"irr";0;1
"daorarnj58i6splt1c5c9826s0";"t6";"c3";"then";65;1
"daorarnj58i6splt1c5c9826s0";"t12";"c1";"pq1";85;1
"daorarnj58i6splt1c5c9826s0";"t4";"c3";"then";67;1
"daorarnj58i6splt1c5c9826s0";"t13";"c1";"irr";0;1
"daorarnj58i6splt1c5c9826s0";"t2";"c3";"pq3";80;1
"daorarnj58i6splt1c5c9826s0";"t1";"c3";"pq2";84;1
"daorarnj58i6splt1c5c9826s0";"t9";"c1";"pq1";95;1
"daorarnj58i6splt1c5c9826s0";"t10";"c1";"then";66;1
"daorarnj58i6splt1c5c9826s0";"t14";"c1";"then";64;1
"daorarnj58i6splt1c5c9826s0";"t7";"c3";"pq2";91;1
"daorarnj58i6splt1c5c9826s0";"t16";"c1";"pq1";93;1
"daorarnj58i6splt1c5c9826s0";"t5";"c3";"irr";0;1
"daorarnj58i6splt1c5c9826s0";"t8";"c3";"pq3";87;1
"nibceue099bj6quqcl2a141362";"t12";"c1";"pq3";89;1
"nibceue099bj6quqcl2a141362";"t15";"c1";"pq3";15;1
"nibceue099bj6quqcl2a141362";"t10";"c1";"then";100;1
"nibceue099bj6quqcl2a141362";"t16";"c1";"pq3";0;1
"nibceue099bj6quqcl2a141362";"t11";"c1";"pq1";94;1
"nibceue099bj6quqcl2a141362";"t8";"c3";"then";100;1
"nibceue099bj6quqcl2a141362";"t7";"c3";"irr";0;1
"nibceue099bj6quqcl2a141362";"t1";"c3";"pq3";90;1
"nibceue099bj6quqcl2a141362";"t4";"c3";"pq2";7;1
"nibceue099bj6quqcl2a141362";"t9";"c1";"then";87;1
"nibceue099bj6quqcl2a141362";"t6";"c3";"pq3";62;1
"nibceue099bj6quqcl2a141362";"t3";"c3";"pq3";88;1
"nibceue099bj6quqcl2a141362";"t2";"c3";"irr";0;1
"nibceue099bj6quqcl2a141362";"t13";"c1";"pq3";23;1
"nibceue099bj6quqcl2a141362";"t14";"c1";"then";97;1
"nibceue099bj6quqcl2a141362";"t5";"c3";"irr";0;1
"rs0fjkgh2kkgg6gr6ssf40v8k0";"t3";"c3";"irr";0;1
"rs0fjkgh2kkgg6gr6ssf40v8k0";"t4";"c3";"pq1";51;1
"rs0fjkgh2kkgg6gr6ssf40v8k0";"t9";"c1";"then";100;1
"arcq9q54p7nedt0qj7tvuld0h6";"t9";"c1";"pq1";30;1
"arcq9q54p7nedt0qj7tvuld0h6";"t4";"c3";"irr";0;1
"arcq9q54p7nedt0qj7tvuld0h6";"t11";"c1";"pq1";85;1
"rs0fjkgh2kkgg6gr6ssf40v8k0";"t14";"c1";"pq3";0;1
"arcq9q54p7nedt0qj7tvuld0h6";"t14";"c1";"then";94;1
"arcq9q54p7nedt0qj7tvuld0h6";"t6";"c3";"pq1";73;1
"rs0fjkgh2kkgg6gr6ssf40v8k0";"t16";"c1";"pq3";0;1
"arcq9q54p7nedt0qj7tvuld0h6";"t16";"c1";"then";94;1
"rs0fjkgh2kkgg6gr6ssf40v8k0";"t5";"c3";"irr";0;1
"rs0fjkgh2kkgg6gr6ssf40v8k0";"t13";"c1";"irr";0;1
"rs0fjkgh2kkgg6gr6ssf40v8k0";"t15";"c1";"pq3";0;1
"arcq9q54p7nedt0qj7tvuld0h6";"t3";"c3";"pq1";89;1
"rs0fjkgh2kkgg6gr6ssf40v8k0";"t8";"c3";"pq2";0;1
"arcq9q54p7nedt0qj7tvuld0h6";"t12";"c1";"pq2";94;1
"rs0fjkgh2kkgg6gr6ssf40v8k0";"t11";"c1";"then";100;1
"rs0fjkgh2kkgg6gr6ssf40v8k0";"t10";"c1";"then";75;1
"arcq9q54p7nedt0qj7tvuld0h6";"t13";"c1";"then";85;1
"rs0fjkgh2kkgg6gr6ssf40v8k0";"t6";"c3";"pq2";100;1
"arcq9q54p7nedt0qj7tvuld0h6";"t15";"c1";"then";90;1
"rs0fjkgh2kkgg6gr6ssf40v8k0";"t2";"c3";"pq1";64;1
"rs0fjkgh2kkgg6gr6ssf40v8k0";"t1";"c3";"irr";0;1
"lh74r0qpdbs67jfi93nqmupuf4";"t9";"c1";"pq2";86;1
"rs0fjkgh2kkgg6gr6ssf40v8k0";"t12";"c1";"pq3";0;1
"rs0fjkgh2kkgg6gr6ssf40v8k0";"t7";"c3";"pq3";100;1
"arcq9q54p7nedt0qj7tvuld0h6";"t10";"c1";"irr";0;1
"lh74r0qpdbs67jfi93nqmupuf4";"t16";"c1";"pq1";100;1
"arcq9q54p7nedt0qj7tvuld0h6";"t5";"c3";"pq1";90;1
"arcq9q54p7nedt0qj7tvuld0h6";"t8";"c3";"pq1";92;1
"lh74r0qpdbs67jfi93nqmupuf4";"t3";"c3";"pq1";97;1
"lh74r0qpdbs67jfi93nqmupuf4";"t11";"c1";"pq2";54;1
"arcq9q54p7nedt0qj7tvuld0h6";"t7";"c3";"pq2";91;1
"arcq9q54p7nedt0qj7tvuld0h6";"t1";"c3";"irr";0;1
"lh74r0qpdbs67jfi93nqmupuf4";"t2";"c3";"then";89;1
"lh74r0qpdbs67jfi93nqmupuf4";"t1";"c3";"pq1";86;1
"arcq9q54p7nedt0qj7tvuld0h6";"t2";"c3";"pq3";94;1
"lh74r0qpdbs67jfi93nqmupuf4";"t4";"c3";"irr";0;1
"lh74r0qpdbs67jfi93nqmupuf4";"t14";"c1";"pq2";91;1
"lh74r0qpdbs67jfi93nqmupuf4";"t7";"c3";"pq3";100;1
"lh74r0qpdbs67jfi93nqmupuf4";"t5";"c3";"then";81;1
"lh74r0qpdbs67jfi93nqmupuf4";"t15";"c1";"pq3";0;1
"lh74r0qpdbs67jfi93nqmupuf4";"t6";"c3";"irr";0;1
"lh74r0qpdbs67jfi93nqmupuf4";"t10";"c1";"then";63;1
"lh74r0qpdbs67jfi93nqmupuf4";"t13";"c1";"pq3";0;1
"lh74r0qpdbs67jfi93nqmupuf4";"t8";"c3";"pq1";100;1
"lh74r0qpdbs67jfi93nqmupuf4";"t12";"c1";"pq1";100;1
"8shac86gndjn1dh6rpo91cajr5";"t13";"c3";"pq2";52;2
"8shac86gndjn1dh6rpo91cajr5";"t6";"c1";"pq2";35;2
"8shac86gndjn1dh6rpo91cajr5";"t8";"c1";"pq2";51;2
"8shac86gndjn1dh6rpo91cajr5";"t5";"c1";"pq2";25;2
"8shac86gndjn1dh6rpo91cajr5";"t10";"c3";"pq2";29;2
"8shac86gndjn1dh6rpo91cajr5";"t7";"c1";"pq1";55;2
"8shac86gndjn1dh6rpo91cajr5";"t4";"c1";"pq3";32;2
"8shac86gndjn1dh6rpo91cajr5";"t12";"c3";"then";52;2
"8shac86gndjn1dh6rpo91cajr5";"t2";"c1";"pq2";62;2
"8shac86gndjn1dh6rpo91cajr5";"t14";"c3";"pq3";4;2
"8shac86gndjn1dh6rpo91cajr5";"t11";"c3";"irr";0;2
"8shac86gndjn1dh6rpo91cajr5";"t15";"c3";"pq1";54;2
"8shac86gndjn1dh6rpo91cajr5";"t16";"c3";"pq2";5;2
"8shac86gndjn1dh6rpo91cajr5";"t9";"c3";"then";84;2
"8shac86gndjn1dh6rpo91cajr5";"t1";"c1";"pq1";56;2
"8shac86gndjn1dh6rpo91cajr5";"t3";"c1";"irr";0;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t3";"c1";"pq2";98;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t6";"c1";"pq3";78;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t10";"c3";"then";54;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t9";"c3";"pq2";24;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t15";"c3";"irr";0;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t1";"c1";"then";75;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t4";"c1";"pq2";0;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t13";"c3";"pq1";64;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t11";"c3";"pq3";73;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t5";"c1";"pq1";86;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t8";"c1";"pq2";97;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t12";"c3";"pq2";54;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t2";"c1";"then";85;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t14";"c3";"then";73;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t7";"c1";"then";82;2
"ik9tc7c5hnh7s1ul8nelg5d3k4";"t16";"c3";"then";3;2
"r95mgjnvgs5ahdo6qvfled1k84";"t4";"c1";"pq1";57;2
"r95mgjnvgs5ahdo6qvfled1k84";"t14";"c3";"pq2";34;2
"r95mgjnvgs5ahdo6qvfled1k84";"t1";"c1";"pq3";15;2
"r95mgjnvgs5ahdo6qvfled1k84";"t3";"c1";"pq1";14;2
"r95mgjnvgs5ahdo6qvfled1k84";"t8";"c1";"pq2";69;2
"r95mgjnvgs5ahdo6qvfled1k84";"t6";"c1";"irr";0;2
"r95mgjnvgs5ahdo6qvfled1k84";"t12";"c3";"irr";0;2
"r95mgjnvgs5ahdo6qvfled1k84";"t13";"c3";"pq2";90;2
"r95mgjnvgs5ahdo6qvfled1k84";"t7";"c1";"pq2";62;2
"r95mgjnvgs5ahdo6qvfled1k84";"t11";"c3";"then";83;2
"r95mgjnvgs5ahdo6qvfled1k84";"t16";"c3";"then";82;2
"r95mgjnvgs5ahdo6qvfled1k84";"t2";"c1";"pq3";0;2
"r95mgjnvgs5ahdo6qvfled1k84";"t15";"c3";"then";90;2
"r95mgjnvgs5ahdo6qvfled1k84";"t9";"c3";"pq3";92;2
"r95mgjnvgs5ahdo6qvfled1k84";"t5";"c1";"pq2";81;2
"r95mgjnvgs5ahdo6qvfled1k84";"t10";"c3";"pq2";81;2
"40p4nq7fudsd32sbm9tl3phbd3";"t11";"c3";"pq1";71;2
"40p4nq7fudsd32sbm9tl3phbd3";"t7";"c1";"pq1";88;2
"40p4nq7fudsd32sbm9tl3phbd3";"t3";"c1";"irr";0;2
"40p4nq7fudsd32sbm9tl3phbd3";"t2";"c1";"then";81;2
"40p4nq7fudsd32sbm9tl3phbd3";"t13";"c3";"then";23;2
"40p4nq7fudsd32sbm9tl3phbd3";"t9";"c3";"pq3";51;2
"40p4nq7fudsd32sbm9tl3phbd3";"t14";"c3";"irr";0;2
"40p4nq7fudsd32sbm9tl3phbd3";"t15";"c3";"pq1";0;2
"40p4nq7fudsd32sbm9tl3phbd3";"t1";"c1";"pq3";21;2
"lump9mhu1el7uak7qv6qhbnfr0";"t9";"c3";"pq2";100;2
"lump9mhu1el7uak7qv6qhbnfr0";"t7";"c1";"irr";0;2
"40p4nq7fudsd32sbm9tl3phbd3";"t5";"c1";"pq2";40;2
"lump9mhu1el7uak7qv6qhbnfr0";"t4";"c1";"pq1";100;2
"40p4nq7fudsd32sbm9tl3phbd3";"t4";"c1";"pq2";0;2
"40p4nq7fudsd32sbm9tl3phbd3";"t16";"c3";"pq2";8;2
"40p4nq7fudsd32sbm9tl3phbd3";"t8";"c1";"irr";0;2
