id;plri9c3jmjfn41263mceg22r44;ip;93.235.204.76;time(s);16.378.354.657.057;data;<id:prolificID>;<id:prolificID>;prolificID;6046b9bf731b0611fe4d0159;<id:age>;<id:age>;age;24;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;Abitur;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter
id;plri9c3jmjfn41263mceg22r44;ip;93.235.204.76;time(s);16.378.354.725.083;data;feedback;;;;;;;;;;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.364.966.411;data;submit;Ich möchte an dem Experiment teilnehmen!;;;;;;;;;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.365.276.437;data;judgement;-100;submit;Experiment starten;;;;;;;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.365.363.281;data;<id:f-6>;<id:f-6>;<id:dm>;<id:dm>;<id:no_dm>;<id:no_dm>;judgement;-100;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.365.457.761;data;<id:f-7>;<id:f-7>;<id:dm>;<id:dm>;<id:no_dm>;<id:no_dm>;judgement;-100;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.365.548.484;data;<id:f-1>;<id:f-1>;<id:unfront>;<id:unfront>;<id:front>;<id:front>;judgement;-100;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.365.642.216;data;<id:f-8>;<id:f-8>;<id:dm>;<id:dm>;<id:no_dm>;<id:no_dm>;judgement;-54;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.365.728.703;data;<id:control-4>;<id:control-4>;<id:definite>;<id:definite>;<id:pro>;<id:pro>;judgement;-60;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.365.843.080;data;<id:c1-t14>;<id:c1-t14>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;-100;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.365.931.232;data;<id:control-3>;<id:control-3>;<id:definite>;<id:definite>;<id:pro>;<id:pro>;judgement;100;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.366.016.308;data;<id:control-2>;<id:control-2>;<id:pro>;<id:pro>;<id:definite>;<id:definite>;judgement;100;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.366.073.930;data;<id:c1-t13>;<id:c1-t13>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;-100;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.366.157.157;data;<id:f-3>;<id:f-3>;<id:front>;<id:front>;<id:unfront>;<id:unfront>;judgement;100;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.366.265.628;data;<id:c3-t8>;<id:c3-t8>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;-100;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.366.689.394;data;<id:c3-t15>;<id:c3-t15>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;0;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.366.736.826;data;<id:f-4>;<id:f-4>;<id:front>;<id:front>;<id:unfront>;<id:unfront>;judgement;100;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.366.801.244;data;<id:f-2>;<id:f-2>;<id:front>;<id:front>;<id:unfront>;<id:unfront>;judgement;100;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.379.601.254;data;<id:control-1>;<id:control-1>;<id:pro>;<id:pro>;<id:definite>;<id:definite>;judgement;100;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.379.901.818;data;<id:f-5>;<id:f-5>;<id:no_dm>;<id:no_dm>;<id:dm>;<id:dm>;judgement;100;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.380.047.920;data;<id:prolificID>;<id:prolificID>;prolificID;6154674ec17b32d37a48359c;<id:age>;<id:age>;age;30;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;Lehre;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.380.077.429;data;feedback;;;;;;;;;;;;;;;;;;;;;
