"x1";"id";"x2";"x3";"x4";"x5";"x6";"cond1";"x7";"x8";"condA";"x9";"condB";"x10";"judgment";"x12";"x13";"x14";"x15";"list";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"id";"ppbrkp1th6ei8llr9njuvd3mb0";"ip";"83.215.50.247";"time(s)";"16.379.305.998.339";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"5e7233d26cce16168bd7e196";"<id:age>";"<id:age>";"age";29;"<id:sex>";"<id:sex>";"sex";"male";7;"<id:edu>";"edu";"Master";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"ppbrkp1th6ei8llr9njuvd3mb0";"ip";"83.215.50.247";"time(s)";"16.379.306.016.648";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";7;"";"";"";"";"";"";"";"";""
"id";"00nv23a9sqa6ef5u83d5jplsf6";"ip";"95.90.236.238";"time(s)";"16.379.287.577.315";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"615a039e866ae3bae25d9cba";"<id:age>";"<id:age>";"age";22;"<id:sex>";"<id:sex>";"sex";"female";8;"<id:edu>";"edu";"Bachelor";"<id:natLang>";"<id:natLang>";"natLang";"Deutsch";"submit";"weiter"
"id";"00nv23a9sqa6ef5u83d5jplsf6";"ip";"95.90.236.238";"time(s)";"16.379.287.636.350";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";8;"";"";"";"";"";"";"";"";""
"id";"40ahna38qnli0262gl9dgr8pf2";"ip";"92.215.113.143";"time(s)";"16.379.296.334.053";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"60083d449b5fbb3def345e88";"<id:age>";"<id:age>";"age";29;"<id:sex>";"<id:sex>";"sex";"male";8;"<id:edu>";"edu";"M.Sc";"<id:natLang>";"<id:natLang>";"natLang";"deutsch, türkisch";"submit";"weiter"
"id";"40ahna38qnli0262gl9dgr8pf2";"ip";"92.215.113.143";"time(s)";"16.379.296.358.815";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";8;"";"";"";"";"";"";"";"";""
"id";"7tgfgj3sh94rkddhhl45b741a0";"ip";"87.191.48.158";"time(s)";"16.379.300.438.981";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"5a6f131746f0230001ce3d97";"<id:age>";"<id:age>";"age";38;"<id:sex>";"<id:sex>";"sex";"female";8;"<id:edu>";"edu";"Hochschule";"<id:natLang>";"<id:natLang>";"natLang";"deutsch";"submit";"weiter"
"id";"7tgfgj3sh94rkddhhl45b741a0";"ip";"87.191.48.158";"time(s)";"16.379.300.467.134";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";8;"";"";"";"";"";"";"";"";""
"id";"bh5qhb6b3dn7mf6f78v7l9d9q2";"ip";"87.164.78.32";"time(s)";"16.379.306.925.675";"data";"<id:prolificID>";"<id:prolificID>";"prolificID";"60fde5f60c3a340f1e8a3f1f";"<id:age>";"<id:age>";"age";22;"<id:sex>";"<id:sex>";"sex";"female";8;"<id:edu>";"edu";"Abitur";"<id:natLang>";"<id:natLang>";"natLang";"Arabisch";"submit";"weiter"
"id";"bh5qhb6b3dn7mf6f78v7l9d9q2";"ip";"87.164.78.32";"time(s)";"16.379.307.007.028";"data";"feedback";"";"";"";"";"";"";NA;"";"";"";"";8;"";"";"";"";"";"";"";"";""
